name,email,website,profile_url,update_url
Meanda Uganda,nick.brant@meandauganda.com,https://meandauganda.com,https://lodgesofuganda.com/tour-operators/meanda-uganda,https://lodgesofuganda.com/for-lodges/tour-operator?select=meanda-uganda
Merangorilla Tours and Luxury Safaris Limited,merangorillaluxurysafaris@gmail.com,,https://lodgesofuganda.com/tour-operators/merangorilla-tours-and-luxury-safaris-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=merangorilla-tours-and-luxury-safaris-limited
Mizizi Africa Tours,david504david@gmail.com,,https://lodgesofuganda.com/tour-operators/mizizi-africa-tours,https://lodgesofuganda.com/for-lodges/tour-operator?select=mizizi-africa-tours
Monteero Safaris,monteerosafaris@gmail.com,,https://lodgesofuganda.com/tour-operators/monteero-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=monteero-safaris
Ndege Safaris,ndegesafari@gmail.com,,https://lodgesofuganda.com/tour-operators/ndege-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=ndege-safaris
Nok Africa Wonders,noksafarisafrica@gmail.com,,https://lodgesofuganda.com/tour-operators/nok-africa-wonders,https://lodgesofuganda.com/for-lodges/tour-operator?select=nok-africa-wonders
Northern Nature Safaris Limited,northernnaturesafaris@gmail.com,,https://lodgesofuganda.com/tour-operators/northern-nature-safaris-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=northern-nature-safaris-limited
Euro World Africa Tours Limited,account.kla@euro-world.in,https://euro-world.in,https://lodgesofuganda.com/tour-operators/euro-world-africa-tours-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=euro-world-africa-tours-limited
Oche Wild Escape Company,ochewildescapecompanylimited@gmail.com,,https://lodgesofuganda.com/tour-operators/oche-wild-escape-company,https://lodgesofuganda.com/for-lodges/tour-operator?select=oche-wild-escape-company
Okra Safaris,info@okrasafaris.com,https://okrasafaris.com,https://lodgesofuganda.com/tour-operators/okra-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=okra-safaris
Olive Safaris Uganda,info@olivesafari.com,https://olivesafari.com,https://lodgesofuganda.com/tour-operators/olive-safaris-uganda,https://lodgesofuganda.com/for-lodges/tour-operator?select=olive-safaris-uganda
One Nature tours,aatif.a@haliburg.com,https://haliburg.com,https://lodgesofuganda.com/tour-operators/one-nature-tours,https://lodgesofuganda.com/for-lodges/tour-operator?select=one-nature-tours
Outdoorsy Uganda,info@outdoorsyuganda.com,https://outdoorsyuganda.com,https://lodgesofuganda.com/tour-operators/outdoorsy-uganda,https://lodgesofuganda.com/for-lodges/tour-operator?select=outdoorsy-uganda
Pakasa Tours and Safaris SMC limited,info@pakasatoursandsafaris.com,https://pakasatoursandsafaris.com,https://lodgesofuganda.com/tour-operators/pakasa-tours-and-safaris-smc-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=pakasa-tours-and-safaris-smc-limited
Hooves of Africa Safaris,info@photosafarisuganda.com,https://photosafarisuganda.com,https://lodgesofuganda.com/tour-operators/hooves-of-africa-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=hooves-of-africa-safaris
Private Label Business Events Limited,keruweka@plbe.info,https://plbe.info,https://lodgesofuganda.com/tour-operators/private-label-business-events-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=private-label-business-events-limited
Quaint Africa Safaris,quaintafricasafaris@gmail.com,,https://lodgesofuganda.com/tour-operators/quaint-africa-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=quaint-africa-safaris
Queen of East Africa Luxury Tours,dianah@qeensafaris.com,https://qeensafaris.com,https://lodgesofuganda.com/tour-operators/queen-of-east-africa-luxury-tours,https://lodgesofuganda.com/for-lodges/tour-operator?select=queen-of-east-africa-luxury-tours
Red Chilli Hideaway Ltd,reservations@redchillihideaway.com,https://redchillihideaway.com,https://lodgesofuganda.com/tour-operators/red-chilli-hideaway-ltd,https://lodgesofuganda.com/for-lodges/tour-operator?select=red-chilli-hideaway-ltd
Safari 62,director@safari62.com,https://safari62.com,https://lodgesofuganda.com/tour-operators/safari-62,https://lodgesofuganda.com/for-lodges/tour-operator?select=safari-62
Spa Explorers Limited,keruweka@safaripartners-africa.com,https://safaripartners-africa.com,https://lodgesofuganda.com/tour-operators/spa-explorers-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=spa-explorers-limited
Sparkle Tours and Travel,sparkletoursandtravel@gmail.com,,https://lodgesofuganda.com/tour-operators/sparkle-tours-and-travel,https://lodgesofuganda.com/for-lodges/tour-operator?select=sparkle-tours-and-travel
Spectacular Safaris Uganda,spectacularsafarisuganda@gmail.com,,https://lodgesofuganda.com/tour-operators/spectacular-safaris-uganda,https://lodgesofuganda.com/for-lodges/tour-operator?select=spectacular-safaris-uganda
Sunseekers Tours & Travel,info@sunseekerstours.com,https://sunseekerstours.com,https://lodgesofuganda.com/tour-operators/sunseekers-tours-travel,https://lodgesofuganda.com/for-lodges/tour-operator?select=sunseekers-tours-travel
Trek Rwenzori Tours Ltd,trekrwenzori@gmail.com,,https://lodgesofuganda.com/tour-operators/trek-rwenzori-tours-ltd,https://lodgesofuganda.com/for-lodges/tour-operator?select=trek-rwenzori-tours-ltd
Trumpet adventure safaris ltd,trumpetadventures6@gmail.com,,https://lodgesofuganda.com/tour-operators/trumpet-adventure-safaris-ltd,https://lodgesofuganda.com/for-lodges/tour-operator?select=trumpet-adventure-safaris-ltd
Gorilla Fist Vacations,info@ugandagorillavacations.com,https://ugandagorillavacations.com,https://lodgesofuganda.com/tour-operators/gorilla-fist-vacations,https://lodgesofuganda.com/for-lodges/tour-operator?select=gorilla-fist-vacations
Wonder Wheels Tours and Travel Uganda,info@ugandatoursandtravel.com,https://ugandatoursandtravel.com,https://lodgesofuganda.com/tour-operators/wonder-wheels-tours-and-travel-uganda,https://lodgesofuganda.com/for-lodges/tour-operator?select=wonder-wheels-tours-and-travel-uganda
Usoke Explorers,usokeexplorers@gmail.com,,https://lodgesofuganda.com/tour-operators/usoke-explorers,https://lodgesofuganda.com/for-lodges/tour-operator?select=usoke-explorers
Veld and Ventures Safaris,veldnventuresafaris@gmail.com,,https://lodgesofuganda.com/tour-operators/veld-and-ventures-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=veld-and-ventures-safaris
